Dublin Core:Identifier,upload_url,tags,Item Type Metadata:Original Format,Item Type Metadata:Physical Dimensions,Dublin Core:Title,Dublin Core:Description,Dublin Core:Creator,Dublin Core:Source,Dublin Core:Publisher,Dublin Core:Date,Dublin Core:Rights,Dublin Core:Format,Dublin Core:Language,Dublin Core:Type
cbd_bel_pl_01,https://bassettassociates.s3.amazonaws.com/cbd/bel/cbd_bel_pl_01.jpg,"downtown,Bellfontaine,traffic",plan,2350x2150,Proposed parking for Bellefontaine Urban Design Plan,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_bel_pl_02,https://bassettassociates.s3.amazonaws.com/cbd/bel/cbd_bel_pl_02.jpg,"downtown,Bellfontaine",plan,3176x2125,Bellefontaine courthouse plaza plan (detail),,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_bel_pl_03,https://bassettassociates.s3.amazonaws.com/cbd/bel/cbd_bel_pl_03.jpg,"downtown,Bellfontaine,traffic",plan,3074x2138,Proposed traffic circulation for Bellefontaine Urban Design Plan,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_bel_sk_00,https://bassettassociates.s3.amazonaws.com/cbd/bel/cbd_bel_sk_00.jpg,"downtown,Bellfontaine",sketch,3188x2163,Bellefontaine streetscape sketch,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_bel_sk_01,https://bassettassociates.s3.amazonaws.com/cbd/bel/cbd_bel_sk_01.jpg,"downtown,Bellfontaine",sketch,3163x2163,Sketch of crossing and trees for Bellefontaine streetscape,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_bel_sk_02,https://bassettassociates.s3.amazonaws.com/cbd/bel/cbd_bel_sk_02.jpg,"downtown,Bellfontaine,fountain",sketch,3150x2087,Sketch of fountain in Bellefontaine courthouse plaza,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_bel_sk_03,https://bassettassociates.s3.amazonaws.com/cbd/bel/cbd_bel_sk_03.jpg,"downtown,Bellfontaine",sketch,2138x3150,Sketch of Bellefontaine courthouse with trees,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_bel_sk_04,https://bassettassociates.s3.amazonaws.com/cbd/bel/cbd_bel_sk_04.jpg,"downtown,Bellfontaine,section",sketch,3163x2112,"Cross section of street, parking, and sidewalk - Bellefontaine streetscape",,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_lim_1975_ph_00,https://bassettassociates.s3.amazonaws.com/cbd/lim/1975/cbd_lim_1975_ph_00.tif,"downtown,Lima,prior",photo,3588x2416,Historical photo of the Lima public square,,unknown,original source unknown,James H. Bassett,,Public Domain,image/tiff,,StillImage
cbd_lim_1975_ph_01,https://bassettassociates.s3.amazonaws.com/cbd/lim/1975/cbd_lim_1975_ph_01.tif,"downtown,Lima,prior",photo,3533x2403,Photo of the Lima public square prior to the Urban Design Plan,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
cbd_lim_1975_ph_02,https://bassettassociates.s3.amazonaws.com/cbd/lim/1975/cbd_lim_1975_ph_02.tif,"downtown,Lima",photo,3539x2372,Photo of the Lima Town Square after implementation of the 1975 Urban Design Plan,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
cbd_lim_1975_pl_00,https://bassettassociates.s3.amazonaws.com/cbd/lim/1975/cbd_lim_1975_pl_00.tif,"downtown,Lima,masterplan",plan,3062x2241,"Lima Urban Design Plan, 1975",,Bassett Associates,Bassett Associates files,James H. Bassett,1975,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
cbd_lim_1975_sk_00,https://bassettassociates.s3.amazonaws.com/cbd/lim/1975/cbd_lim_1975_sk_00.tif,"downtown,Lima",sketch,3561x2416,View of the northwest part of the Lima Town Square,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
cbd_lim_1994_sk_00,https://bassettassociates.s3.amazonaws.com/cbd/lim/1994/cbd_lim_1994_sk_00.tif,"downtown,Lima,artwork",sketch,3465x2320,Bicyclists on pedestrian bridge over the Ottawa River,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
cbd_lim_1994_sk_01,https://bassettassociates.s3.amazonaws.com/cbd/lim/1994/cbd_lim_1994_sk_01.tif,"downtown,Lima",sketch,3385x2035,Y.M.C.A. and Lima Memorial Hospital Fitness Center aerial view,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
cbd_lim_1989_ph_00,https://bassettassociates.s3.amazonaws.com/cbd/lim/1989/cbd_lim_1989_ph_00.tif,"downtown,Lima,prior",photo,3506x2361,Historical photograph of the notheastern part of the Lima public square showing bandstand and streetcars,,unknown,original source unknown,James H. Bassett,,public domain,image/tiff,,StillImage
cbd_lim_1989_ph_01,https://bassettassociates.s3.amazonaws.com/cbd/lim/1989/cbd_lim_1989_ph_01.tif,"downtown,Lima",photo,3506x2361,"South west corner of the Lima Town Square, showing landscaping and the Civic Center",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
cbd_lim_1989_ph_02,https://bassettassociates.s3.amazonaws.com/cbd/lim/1989/cbd_lim_1989_ph_02.tif,"downtown,Lima",photo,3506x2361,Pedestrians resting in the Lima Town Square,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
cbd_lim_1989_pl_00,https://bassettassociates.s3.amazonaws.com/cbd/lim/1989/cbd_lim_1989_pl_00.tif,"downtown,Lima,masterplan",plan,2508x3214,"Lima, Ohio Central Business District Redevelopment Plan",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
cbd_lim_2001_ph_00,https://bassettassociates.s3.amazonaws.com/cbd/lim/2001/cbd_lim_2001_ph_00.tif,"downtown,Lima,prior",photo,3561x2389,"Historical photo of the Mitchell Block and Waldo Hotel, northeast corner of the public square, Lima, Ohio",,unknown,original source unknown,James H. Bassett,,public domain,image/tiff,,StillImage
cbd_lim_2001_pl_00,https://bassettassociates.s3.amazonaws.com/cbd/lim/2001/cbd_lim_2001_pl_00.tif,"downtown,Lima,masterplan",plan,3505x2354,"Lima entry corridors and greenspace, 2001 Lima Central Business District Vision Plan",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
cbd_lim_2001_pl_01,https://bassettassociates.s3.amazonaws.com/cbd/lim/2001/cbd_lim_2001_pl_01.tif,"downtown,Lima,masterplan",plan,2430x3602,"Buildings and parking plan, 2001 Lima Central Business Vision Plan",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
cbd_lim_2001_sk_00,https://bassettassociates.s3.amazonaws.com/cbd/lim/2001/cbd_lim_2001_sk_00.tif,"downtown,Lima,artwork",sketch,3492x2320,"Boulevard concept, State Route 81 Corridor Study",,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
cbd_lim_1994_ph_00,https://bassettassociates.s3.amazonaws.com/cbd/lim/1994/cbd_lim_1994_ph_00.jpg,"downtown,Lima",photo,2000x1500,Bicycle and pedestrian bridge across the Ottawa River,,Bassett Associates,Bassett Associates files,James H. Bassett,2008,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_lim_1994_ph_01,https://bassettassociates.s3.amazonaws.com/cbd/lim/1994/cbd_lim_1994_ph_01.jpg,"downtown,Lima",photo,2000x1500,Bicycle and pedestrian bridge across the Ottawa River providing access to the Y.M.C.A.,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_lim_1994_pl_00,https://bassettassociates.s3.amazonaws.com/cbd/lim/1994/cbd_lim_1994_pl_00.jpg,"downtown,Lima,masterplan",plan,6144x4360,"Ottawa River Corridor Master Plan with pedestrian bridge and river cascades inset, 1994",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_lim_1994_pl_01,https://bassettassociates.s3.amazonaws.com/cbd/lim/1994/cbd_lim_1994_pl_01.jpg,"downtown,Lima,masterplan",plan,2000x1500,"Ottawa River Corridor Master Plan, 1994",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_lim_1994_sk_02,https://bassettassociates.s3.amazonaws.com/cbd/lim/1994/cbd_lim_1994_sk_02.jpg,"downtown,Lima,artwork",sketch,2000x1500,Typical river walkway with pedestrians and bicyclist,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_lim_stritas_ph_00,https://bassettassociates.s3.amazonaws.com/cbd/lim/stritas/cbd_lim_stritas_ph_00.jpg,"downtown,Lima,fountain,storm water",photo,2000x1500,Fountain in storm water retention lake at St. Rita's Medical Center,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_lim_stritas_ph_01,https://bassettassociates.s3.amazonaws.com/cbd/lim/stritas/cbd_lim_stritas_ph_01.jpg,"downtown,Lima",photo,2000x1500,Aerial view of St. Rita's Medical Center entry courtyard,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_lim_stritas_ph_02,https://bassettassociates.s3.amazonaws.com/cbd/lim/stritas/cbd_lim_stritas_ph_02.jpg,"downtown,Lima,sign",photo,2000x1500,St. Rita's Medical Center entry sign and landscaping,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_lim_stritas_ph_03,https://bassettassociates.s3.amazonaws.com/cbd/lim/stritas/cbd_lim_stritas_ph_03.jpg,"downtown,Lima",photo,2000x1500,Landscaped pathway with St. Rita's Medical Center in the background,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_lim_stritas_ph_04,https://bassettassociates.s3.amazonaws.com/cbd/lim/stritas/cbd_lim_stritas_ph_04.jpg,"downtown,Lima",photo,2000x1500,"Outdoor garden area, St. Rita's Medical Center",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_lim_stritas_ph_05,https://bassettassociates.s3.amazonaws.com/cbd/lim/stritas/cbd_lim_stritas_ph_05.jpg,"downtown,Lima",photo,2000x1500,"Multi-level walkways, St. Rita's Medical Center",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_lim_stritas_ph_06,https://bassettassociates.s3.amazonaws.com/cbd/lim/stritas/cbd_lim_stritas_ph_06.jpg,"downtown,Lima,storm water",photo,2000x1500,"Storm water retention lake with fountain and rainbow, St. Rita's Medical Center",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_lim_stritas_ph_07,https://bassettassociates.s3.amazonaws.com/cbd/lim/stritas/cbd_lim_stritas_ph_07.jpg,"downtown,Lima",photo,2000x1500,Landscaped water feature with St. Rita's Medical Center in the background,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_lim_stritas_ph_08,https://bassettassociates.s3.amazonaws.com/cbd/lim/stritas/cbd_lim_stritas_ph_08.jpg,"downtown,Lima",photo,2000x1500,Landscaped walkway adjacent to lake at St. Rita's Medical Center,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_lim_stritas_ph_09,https://bassettassociates.s3.amazonaws.com/cbd/lim/stritas/cbd_lim_stritas_ph_09.jpg,"downtown,Lima",photo,2000x1500,Trees and shrubs in bloom at entrance to St. Rita's Medical Center,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_lim_stritas_pl_00,https://bassettassociates.s3.amazonaws.com/cbd/lim/stritas/cbd_lim_stritas_pl_00.jpg,"downtown,Lima",plan,2000x1500,Site plan for St. Rita's Medical Center,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_man_ph_00,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_ph_00.jpg,"downtown,Mansfield,seating,fountain",photo,3000x2000,People seated at tables in a landscaped plaza,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_man_ph_01,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_ph_01.jpg,"downtown,Mansfield",photo,3000x2000,Flower bed and trees with seated people and pedestrians behind,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_man_ph_02,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_ph_02.jpg,"downtown,Mansfield",photo,3000x2000,Large planter with grid of trees and seated people,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_man_ph_03,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_ph_03.jpg,"downtown,Mansfield",photo,3000x2000,Children's play structure,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_man_ph_04,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_ph_04.jpg,"downtown,Mansfield",photo,3000x2000,Street crossing with landscaping,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_man_ph_05,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_ph_05.jpg,"downtown,Mansfield,construction",photo,3000x2000,Paving street with decorative bricks,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_man_ph_06,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_ph_06.jpg,"downtown,Mansfield,construction",photo,3000x2000,Pouring concrete for curbs,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_man_ph_07,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_ph_07.jpg,"downtown,Mansfield,prior",photo,3000x2000,Interesection and automobile traffic,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_man_ph_08,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_ph_08.jpg,"downtown,Mansfield,prior",photo,3000x2000,Sidewalk and storefronts,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_man_ph_09,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_ph_09.jpg,"downtown,Mansfield,prior",photo,3000x2000,Pedestrian crossing,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_man_pl_00,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_pl_00.jpg,"downtown,Mansfield,masterplan",plan,2144x3112,Mansfield Development Program master plan,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_man_pl_01,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_pl_01.jpg,"downtown,Mansfield",plan,2208x3128,"Streetscape concept, Mansfield Development Program",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_man_pl_02,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_pl_02.jpg,"downtown,Mansfield",plan,3000x2000,"Existing land use map, Mansfield, Ohio",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_man_sk_00,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_sk_00.jpg,"downtown,Mansfield,map",sketch,1718x825,Park Avenue Office World storefront,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_man_sk_01,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_sk_01.jpg,"downtown,Mansfield,artwork,fountain",sketch,1592x1098,"Fountain and gazebo in pedestrian mall, Mansfield, Ohio",,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_man_sk_02,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_sk_02.jpg,"downtown,Mansfield,artwork",sketch,1589x1097,Streetscape with sidewalk and street,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_man_sk_03,https://bassettassociates.s3.amazonaws.com/cbd/man/cbd_man_sk_03.jpg,"downtown,Mansfield,section",sketch,1396x1109,"Typical parking cross-section, Mansfield, Ohio Development Program",,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_tif_ph_00,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_ph_00.jpg,"downtown,Tiffin,prior",photo,3000x2000,"Traffic at intersection, Tiffin, Ohio",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_tif_ph_01,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_ph_01.jpg,"downtown,Tiffin,lighting",photo,3000x2000,Tree plantings along side street,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_tif_ph_02,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_ph_02.jpg,"downtown,Tiffin",photo,3000x2000,Intersection with Court House Lawn behind,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_tif_ph_03,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_ph_03.jpg,"downtown,Tiffin,sign,lighting",photo,3000x2000,Decorative lighting and sign at entrance to drive-in bank,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_tif_ph_04,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_ph_04.jpg,"downtown,Tiffin",photo,3000x2000,"Streetscape, Tiffin, Ohio",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_tif_ph_05,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_ph_05.jpg,"downtown,Tiffin,lighting",photo,3000x2000,Sidewalk with trees and decorative lighting,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_tif_ph_06,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_ph_06.jpg,"downtown,Tiffin",photo,3216x2136,"Landscaped intersection near Court House Lawn, Tiffin, Ohio",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_tif_ph_07,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_ph_07.jpg,"downtown,Tiffin,sign,seating",photo,2000x3000,"Town Center sign and bench, Tiffin, Ohio",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_tif_ph_08,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_ph_08.jpg,"downtown,Tiffin",photo,3000x2000,"Landscaped plaze, Tiffin, Ohio",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_tif_ph_09,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_ph_09.jpg,"downtown,Tiffin",photo,3000x2000,Street trees and decorative horse-head stanchions,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_tif_ph_10,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_ph_10.jpg,"downtown,Tiffin",photo,3000x2000,Landscaped sidewalk and lawn,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_tif_ph_11,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_ph_11.jpg,"downtown,Tiffin",photo,3000x2000,Flower beds and decorative paving at Court House Lawn,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_tif_ph_12,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_ph_12.jpg,"downtown,Tiffin",photo,3000x2000,Shadowed shrubs and bench near intersection,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
cbd_tif_pl_00,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_pl_00.jpg,"downtown,Tiffin,masterplan",plan,3168x2168,"Locations of commercial, office, institutional, and residential buildings, Tiffin, Ohio",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_tif_pl_01,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_pl_01.jpg,"downtown,Tiffin",plan,3256x2176,"Detail of plantings, lighting, and paving near Court House Lawn",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_tif_pl_02,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_pl_02.jpg,"downtown,Tiffin",plan,3000x2000,"Detail of intersection showing lighting, parking and paving",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
cbd_tif_sk_00,https://bassettassociates.s3.amazonaws.com/cbd/tif/cbd_tif_sk_00.jpg,"downtown,Tiffin,fountain,artwork",sketch,3000x2000,View across intersection towards Court House Lawn,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_pl_00,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_pl_00.tif,"zoo,Binder Park,masterplan",plan,5016x2820,Binder Park Zoo Master Plan,"Master plan for Binder Park Zoo, Battle Creek, Michigan",Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
zoo_bin_ph_00,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_00.jpg,"zoo,Binder Park",photo,1096x1596,Flags at exhibit entrance,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_01,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_01.jpg,"zoo,Binder Park,animal",photo,1596x1092,Animals in exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_02,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_02.jpg,"zoo,Binder Park",photo,1600x1088,Shittle vehicles,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_03,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_03.jpg,"zoo,Binder Park",photo,1620x1092,Children using stamps in interactive exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_04,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_04.jpg,"zoo,Binder Park,animal",photo,1596x1080,Distant view of grassland exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_05,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_05.jpg,"zoo,Binder Park,animal",photo,1096x1600,Ostrich in foreground of grassland exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
